,esp,fecha,nota,legajo,materia,nombre_de_,ingr,Carrera,Recibido
21013,102,30-Aug-11,9,13732,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21014,102,02-Aug-11,4,13732,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21015,102,06-Oct-11,9,13732,50,Trabajo Final de Integración,2010.0,Indeterminado,Ndeah
21016,102,09-Apr-10,8,13733,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21017,102,25-Jun-10,10,13733,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21018,102,09-Jun-10,8,13733,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21019,102,14-Jun-10,9,13733,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21020,102,17-Dec-10,8,13733,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21021,102,24-Sep-10,7,13733,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21022,102,30-Jul-10,8,13733,7,Costos,2010.0,Indeterminado,Ndeah
21023,102,19-Nov-10,8,13733,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21024,102,05-Nov-10,8,13733,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21025,102,04-Oct-10,9,13733,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21026,102,31-Mar-11,8,13733,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21027,102,12-Aug-11,9,13733,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21028,102,19-May-11,8,13733,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21029,102,15-Jul-11,7,13733,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21030,102,27-Apr-11,8,13733,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21031,102,30-Aug-11,10,13733,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21032,102,02-Aug-11,4,13733,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21033,102,06-Oct-11,9,13733,50,Trabajo Final de Integración,2010.0,Indeterminado,Ndeah
21034,102,09-Apr-10,7,13734,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21035,102,25-Jun-10,9,13734,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21036,102,09-Jun-10,7,13734,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21037,102,14-Jun-10,7,13734,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21038,102,17-Dec-10,9,13734,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21039,102,24-Sep-10,7,13734,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21040,102,30-Jul-10,9,13734,7,Costos,2010.0,Indeterminado,Ndeah
21041,102,19-Nov-10,9,13734,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21042,102,05-Nov-10,9,13734,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21043,102,04-Oct-10,9,13734,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21044,102,31-Mar-11,8,13734,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21045,102,12-Aug-11,8,13734,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21046,102,19-May-11,7,13734,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21047,102,15-Jul-11,8,13734,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21048,102,27-Apr-11,8,13734,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21049,102,30-Aug-11,7,13734,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21050,102,02-Aug-11,4,13734,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21052,102,09-Apr-10,8,13735,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21053,102,25-Jun-10,10,13735,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21054,102,09-Jun-10,9,13735,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21055,102,14-Jun-10,9,13735,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21056,102,17-Dec-10,10,13735,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21057,102,24-Sep-10,8,13735,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21058,102,30-Jul-10,9,13735,7,Costos,2010.0,Indeterminado,Ndeah
21059,102,19-Nov-10,10,13735,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21060,102,05-Nov-10,9,13735,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21061,102,04-Oct-10,7,13735,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21062,102,31-Mar-11,8,13735,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21063,102,12-Aug-11,9,13735,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21064,102,19-May-11,9,13735,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21065,102,15-Jul-11,9,13735,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21066,102,27-Apr-11,8,13735,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21067,102,30-Aug-11,9,13735,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21068,102,02-Aug-11,4,13735,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21069,102,06-Oct-11,9,13735,50,Trabajo Final de Integración,2010.0,Indeterminado,Ndeah
21070,102,09-Apr-10,8,13736,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21071,102,25-Jun-10,8,13736,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21072,102,09-Jun-10,9,13736,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21073,102,14-Jun-10,8,13736,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21074,102,17-Dec-10,8,13736,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21075,102,24-Sep-10,7,13736,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21076,102,30-Jul-10,8,13736,7,Costos,2010.0,Indeterminado,Ndeah
21077,102,19-Nov-10,10,13736,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21078,102,05-Nov-10,9,13736,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21079,102,04-Oct-10,8,13736,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21080,102,31-Mar-11,7,13736,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21081,102,12-Aug-11,9,13736,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21082,102,19-May-11,8,13736,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21083,102,15-Jul-11,7,13736,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21084,102,27-Apr-11,9,13736,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21085,102,30-Aug-11,8,13736,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21086,102,02-Aug-11,4,13736,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21087,102,06-Oct-11,8,13736,50,Trabajo Final de Integración,2010.0,Indeterminado,Ndeah
21088,102,09-Apr-10,10,13737,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21089,102,25-Jun-10,10,13737,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21090,102,09-Jun-10,7,13737,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21091,102,14-Jun-10,9,13737,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21092,102,17-Dec-10,10,13737,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21093,102,24-Sep-10,8,13737,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21094,102,30-Jul-10,8,13737,7,Costos,2010.0,Indeterminado,Ndeah
21095,102,19-Nov-10,8,13737,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21096,102,05-Nov-10,7,13737,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21097,102,04-Oct-10,8,13737,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21098,102,31-Mar-11,8,13737,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21099,102,12-Aug-11,8,13737,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21100,102,19-May-11,8,13737,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21101,102,15-Jul-11,8,13737,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21102,102,27-Apr-11,7,13737,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21103,102,30-Aug-11,10,13737,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21104,102,02-Aug-11,4,13737,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21105,102,06-Oct-11,9,13737,50,Trabajo Final de Integración,2010.0,Indeterminado,Ndeah
21106,102,09-Apr-10,9,13739,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21107,102,25-Jun-10,10,13739,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21108,102,09-Jun-10,8,13739,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21109,102,14-Jun-10,8,13739,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21110,102,17-Dec-10,9,13739,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21111,102,24-Sep-10,8,13739,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21112,102,30-Jul-10,10,13739,7,Costos,2010.0,Indeterminado,Ndeah
21113,102,19-Nov-10,10,13739,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21114,102,05-Nov-10,9,13739,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21115,102,04-Oct-10,8,13739,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21116,102,31-Mar-11,7,13739,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21117,102,12-Aug-11,9,13739,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21118,102,19-May-11,10,13739,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21119,102,15-Jul-11,9,13739,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21120,102,27-Apr-11,10,13739,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21121,102,30-Aug-11,8,13739,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21122,102,02-Aug-11,4,13739,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21123,102,06-Oct-11,10,13739,50,Trabajo Final de Integración,2010.0,Indeterminado,Ndeah
21124,102,09-Apr-10,8,13740,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21125,102,09-Apr-10,7,13741,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21126,102,25-Jun-10,8,13741,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21127,102,09-Jun-10,8,13741,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21128,102,14-Jun-10,8,13741,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21129,102,17-Dec-10,8,13741,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21130,102,24-Sep-10,7,13741,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21131,102,30-Jul-10,9,13741,7,Costos,2010.0,Indeterminado,Ndeah
21132,102,19-Nov-10,10,13741,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21133,102,05-Nov-10,8,13741,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21134,102,04-Oct-10,8,13741,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21135,102,31-Mar-11,8,13741,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21136,102,12-Aug-11,9,13741,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21137,102,19-May-11,9,13741,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21138,102,15-Jul-11,8,13741,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21139,102,27-Apr-11,7,13741,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21140,102,30-Aug-11,8,13741,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21141,102,02-Aug-11,4,13741,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21142,102,06-Oct-11,10,13741,50,Trabajo Final de Integración,2010.0,Indeterminado,Ndeah
21143,102,09-Apr-10,8,13742,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21144,102,25-Jun-10,7,13742,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21145,102,09-Jun-10,8,13742,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21146,102,14-Jun-10,7,13742,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21147,102,17-Dec-10,9,13742,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21148,102,24-Sep-10,7,13742,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21150,102,20-Oct-10,7,13742,7,Costos,2010.0,Indeterminado,Ndeah
21151,102,19-Nov-10,10,13742,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21152,102,05-Nov-10,8,13742,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21153,102,04-Oct-10,8,13742,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21156,102,12-Aug-11,10,13742,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21157,102,19-May-11,10,13742,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21158,102,15-Jul-11,7,13742,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21159,102,27-Apr-11,7,13742,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21160,102,30-Aug-11,9,13742,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21161,102,02-Aug-11,4,13742,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21163,102,09-Apr-10,7,13743,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21164,102,25-Jun-10,9,13743,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21165,102,09-Jun-10,7,13743,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21166,102,14-Jun-10,7,13743,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21167,102,17-Dec-10,7,13743,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21168,102,24-Sep-10,7,13743,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21169,102,30-Jul-10,2,13743,7,Costos,2010.0,Indeterminado,Ndeah
21170,102,20-Oct-10,5,13743,7,Costos,2010.0,Indeterminado,Ndeah
21171,102,19-Nov-10,9,13743,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21172,102,05-Nov-10,8,13743,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21173,102,04-Oct-10,7,13743,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21174,102,31-Mar-11,5,13743,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21175,102,12-Aug-11,7,13743,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21177,102,15-Jul-11,8,13743,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21178,102,27-Apr-11,7,13743,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21179,102,30-Aug-11,7,13743,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21180,102,02-Aug-11,4,13743,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21182,102,09-Apr-10,7,13744,1,Fundamentos de la Administración,2010.0,Indeterminado,Ndeah
21183,102,25-Jun-10,9,13744,2,Contabilidad Gerencial,2010.0,Indeterminado,Ndeah
21184,102,09-Jun-10,9,13744,3,Economía y Empresa,2010.0,Indeterminado,Ndeah
21185,102,14-Jun-10,10,13744,4,Métodos Cuantitativos,2010.0,Indeterminado,Ndeah
21186,102,17-Dec-10,10,13744,5,Análisis Estratégico,2010.0,Indeterminado,Ndeah
21187,102,24-Sep-10,8,13744,6,Finanzas y Control,2010.0,Indeterminado,Ndeah
21188,102,30-Jul-10,7,13744,7,Costos,2010.0,Indeterminado,Ndeah
21189,102,19-Nov-10,10,13744,8,Gestión de Recursos Humanos y Procesos Gerenciales,2010.0,Indeterminado,Ndeah
21190,102,05-Nov-10,9,13744,9,Comercialización Estratégica,2010.0,Indeterminado,Ndeah
21191,102,04-Oct-10,8,13744,10,Dirección de Operaciones,2010.0,Indeterminado,Ndeah
21192,102,31-Mar-11,7,13744,11,Evaluación de Proyectos,2010.0,Indeterminado,Ndeah
21193,102,12-Aug-11,8,13744,16,Seminario - Taller Integración,2010.0,Indeterminado,Ndeah
21194,102,19-May-11,10,13744,25,Ética Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21195,102,15-Jul-11,9,13744,28,Legislación Empresaria(Opt.),2010.0,Indeterminado,Ndeah
21196,102,27-Apr-11,7,13744,30,Sistemas Integrados de Gestión(Opt.),2010.0,Indeterminado,Ndeah
21197,102,30-Aug-11,10,13744,31,Logística y Control de la Producción(Opt.),2010.0,Indeterminado,Ndeah
21198,102,02-Aug-11,4,13744,41,Prueba de Suficiencia de Idioma Extranjero,2010.0,Indeterminado,Ndeah
21199,102,06-Oct-11,9,13744,50,Trabajo Final de Integración,2010.0,Indeterminado,Ndeah
21225,119,27-Sep-10,8,13749,1,Física,2010.0,Indeterminado,Ndeah
21226,119,28-Sep-10,7,13749,2,Matemática,2010.0,Indeterminado,Ndeah
21227,119,29-Sep-10,8,13749,3,Química,2010.0,Indeterminado,Ndeah
21228,119,30-Sep-10,9,13749,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21231,119,10-May-11,5,13749,5,Seguridad I - Organización Interna,2010.0,Indeterminado,Ndeah
21232,119,09-Dec-10,2,13749,6,Higiene I - Ambiente de Trabajo I - Ruidos y Vibraciones,2010.0,Indeterminado,Ndeah
21234,119,09-Mar-11,9,13749,6,Higiene I - Ambiente de Trabajo I - Ruidos y Vibraciones,2010.0,Indeterminado,Ndeah
21235,119,08-Jul-11,8,13749,7,Psicología Laboral,2010.0,Indeterminado,Ndeah
21236,119,07-Jul-11,7,13749,8,Medicina Industrial,2010.0,Indeterminado,Ndeah
21239,119,15-Dec-11,5,13749,9,"Seguridad II - Edificios, Inst. Eléctricas y Riesgos en el Medio Rural",2010.0,Indeterminado,Ndeah
21240,119,28-Sep-11,7,13749,10,Enfermedades Profesionales,2010.0,Indeterminado,Ndeah
21241,119,13-Dec-11,8,13749,11,Sociología,2010.0,Indeterminado,Ndeah
21242,119,30-Sep-11,8,13749,12,Relaciones Humanas I,2010.0,Indeterminado,Ndeah
21243,119,08-May-12,5,13749,13,"Seguridad III - Eq., Maq,Her.,Sól,Líq,Vap y Gas-Transp y Tran T,M y A",2010.0,Indeterminado,Ndeah
21244,119,02-Mar-12,9,13749,14,Higiene II - Ambientes de Trabajo II - Iluminación y Color,2010.0,Indeterminado,Ndeah
21245,119,28-Feb-12,4,13749,15,Estadística y Costos,2010.0,Indeterminado,Ndeah
21246,119,01-Mar-12,8,13749,16,Estudio del Trabajo y Ergonomía,2010.0,Indeterminado,Ndeah
21247,119,01-Aug-12,2,13749,17,Seguridad IV - Incendios. Sistemas de Alarma y Evacuación,2010.0,Indeterminado,Ndeah
21248,119,07-Aug-12,6,13749,18,Relaciones Humanas II,2010.0,Indeterminado,Ndeah
21249,119,30-Jul-12,5,13749,19,Selección y Capacitación del Personal,2010.0,Indeterminado,Ndeah
21250,119,02-Aug-12,2,13749,20,Pedagogía y Didáctica General. Metodología de la Investigación,2010.0,Indeterminado,Ndeah
21251,119,08-Aug-12,8,13749,22,Derecho del Trabajo,2010.0,Indeterminado,Ndeah
21252,119,06-Jul-11,4,13749,28,Inglés Técnico I,2010.0,Indeterminado,Ndeah
21253,119,08-Aug-12,4,13749,29,Inglés Técnico II,2010.0,Indeterminado,Ndeah
21254,119,09-May-11,4,13749,30,Informática I,2010.0,Indeterminado,Ndeah
21255,119,07-Aug-12,4,13749,31,Informática II,2010.0,Indeterminado,Ndeah
21256,119,09-May-11,8,13750,1,Física,2010.0,Indeterminado,Ndeah
21258,119,10-May-11,2,13750,2,Matemática,2010.0,Indeterminado,Ndeah
21259,119,05-Jul-11,4,13750,2,Matemática,2010.0,Indeterminado,Ndeah
21260,119,14-Jul-10,2,13750,3,Química,2010.0,Indeterminado,Ndeah
21261,119,09-Dec-10,5,13750,3,Química,2010.0,Indeterminado,Ndeah
21262,119,15-Jul-10,4,13750,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21263,119,27-Sep-11,8,13750,5,Seguridad I - Organización Interna,2010.0,Indeterminado,Ndeah
21264,119,28-Sep-11,7,13750,6,Higiene I - Ambiente de Trabajo I - Ruidos y Vibraciones,2010.0,Indeterminado,Ndeah
21265,119,10-Dec-10,4,13750,7,Psicología Laboral,2010.0,Indeterminado,Ndeah
21266,119,09-Dec-10,6,13750,8,Medicina Industrial,2010.0,Indeterminado,Ndeah
21267,119,15-Dec-11,6,13750,9,"Seguridad II - Edificios, Inst. Eléctricas y Riesgos en el Medio Rural",2010.0,Indeterminado,Ndeah
21268,119,28-Sep-11,7,13750,10,Enfermedades Profesionales,2010.0,Indeterminado,Ndeah
21269,119,27-Sep-11,7,13750,11,Sociología,2010.0,Indeterminado,Ndeah
21270,119,30-Sep-11,7,13750,12,Relaciones Humanas I,2010.0,Indeterminado,Ndeah
21271,119,08-May-12,8,13750,13,"Seguridad III - Eq., Maq,Her.,Sól,Líq,Vap y Gas-Transp y Tran T,M y A",2010.0,Indeterminado,Ndeah
21272,119,03-Aug-12,8,13750,14,Higiene II - Ambientes de Trabajo II - Iluminación y Color,2010.0,Indeterminado,Ndeah
21273,119,30-Jul-12,2,13750,15,Estadística y Costos,2010.0,Indeterminado,Ndeah
21274,119,06-Aug-12,4,13750,15,Estadística y Costos,2010.0,Indeterminado,Ndeah
21275,119,15-Dec-11,7,13750,16,Estudio del Trabajo y Ergonomía,2010.0,Indeterminado,Ndeah
21277,119,02-Aug-12,2,13750,20,Pedagogía y Didáctica General. Metodología de la Investigación,2010.0,Indeterminado,Ndeah
21278,119,06-Jul-11,4,13750,28,Inglés Técnico I,2010.0,Indeterminado,Ndeah
21279,119,08-Aug-12,4,13750,29,Inglés Técnico II,2010.0,Indeterminado,Ndeah
21280,119,09-May-11,4,13750,30,Informática I,2010.0,Indeterminado,Ndeah
21281,119,07-Aug-12,4,13750,31,Informática II,2010.0,Indeterminado,Ndeah
21283,119,14-Jul-10,2,13751,3,Química,2010.0,Indeterminado,Ndeah
21286,119,15-Jul-10,2,13751,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21287,119,30-Sep-10,2,13751,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21293,119,27-Sep-10,7,13754,1,Física,2010.0,Indeterminado,Ndeah
21294,119,28-Sep-10,4,13754,2,Matemática,2010.0,Indeterminado,Ndeah
21295,119,14-Jul-10,2,13754,3,Química,2010.0,Indeterminado,Ndeah
21297,119,09-Dec-10,6,13754,3,Química,2010.0,Indeterminado,Ndeah
21298,119,15-Jul-10,1,13754,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21299,119,30-Sep-10,2,13754,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21300,119,03-Mar-11,2,13754,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21301,119,10-Mar-11,4,13754,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21302,119,06-Dec-10,2,13754,5,Seguridad I - Organización Interna,2010.0,Indeterminado,Ndeah
21303,119,27-Sep-11,5,13754,5,Seguridad I - Organización Interna,2010.0,Indeterminado,Ndeah
21306,119,06-Jul-11,6,13754,6,Higiene I - Ambiente de Trabajo I - Ruidos y Vibraciones,2010.0,Indeterminado,Ndeah
21308,119,13-May-11,4,13754,7,Psicología Laboral,2010.0,Indeterminado,Ndeah
21309,119,09-Dec-10,7,13754,8,Medicina Industrial,2010.0,Indeterminado,Ndeah
21310,119,15-Dec-11,6,13754,9,"Seguridad II - Edificios, Inst. Eléctricas y Riesgos en el Medio Rural",2010.0,Indeterminado,Ndeah
21314,119,09-May-12,7,13754,10,Enfermedades Profesionales,2010.0,Indeterminado,Ndeah
21315,119,08-May-12,7,13754,11,Sociología,2010.0,Indeterminado,Ndeah
21316,119,30-Sep-11,7,13754,12,Relaciones Humanas I,2010.0,Indeterminado,Ndeah
21317,119,08-May-12,8,13754,13,"Seguridad III - Eq., Maq,Her.,Sól,Líq,Vap y Gas-Transp y Tran T,M y A",2010.0,Indeterminado,Ndeah
21318,119,11-May-12,4,13754,14,Higiene II - Ambientes de Trabajo II - Iluminación y Color,2010.0,Indeterminado,Ndeah
21321,119,30-Jul-12,2,13754,15,Estadística y Costos,2010.0,Indeterminado,Ndeah
21322,119,06-Aug-12,4,13754,15,Estadística y Costos,2010.0,Indeterminado,Ndeah
21323,119,10-May-12,7,13754,16,Estudio del Trabajo y Ergonomía,2010.0,Indeterminado,Ndeah
21324,119,01-Aug-12,2,13754,17,Seguridad IV - Incendios. Sistemas de Alarma y Evacuación,2010.0,Indeterminado,Ndeah
21325,119,02-Aug-12,2,13754,20,Pedagogía y Didáctica General. Metodología de la Investigación,2010.0,Indeterminado,Ndeah
21326,119,06-Jul-11,4,13754,28,Inglés Técnico I,2010.0,Indeterminado,Ndeah
21327,119,08-Aug-12,4,13754,29,Inglés Técnico II,2010.0,Indeterminado,Ndeah
21328,119,09-May-11,4,13754,30,Informática I,2010.0,Indeterminado,Ndeah
21329,119,07-Aug-12,4,13754,31,Informática II,2010.0,Indeterminado,Ndeah
21330,119,27-Sep-10,8,13755,1,Física,2010.0,Indeterminado,Ndeah
21331,119,01-Mar-11,4,13755,2,Matemática,2010.0,Indeterminado,Ndeah
21332,119,29-Sep-10,8,13755,3,Química,2010.0,Indeterminado,Ndeah
21333,119,30-Sep-10,9,13755,4,Organización Industrial y Empresarial,2010.0,Indeterminado,Ndeah
21335,119,10-Mar-11,5,13755,5,Seguridad I - Organización Interna,2010.0,Indeterminado,Ndeah
21336,119,09-Dec-10,9,13755,6,Higiene I - Ambiente de Trabajo I - Ruidos y Vibraciones,2010.0,Indeterminado,Ndeah
21337,119,04-Mar-11,8,13755,7,Psicología Laboral,2010.0,Indeterminado,Ndeah
21338,119,03-Mar-11,8,13755,8,Medicina Industrial,2010.0,Indeterminado,Ndeah
21339,119,05-Mar-12,7,13755,9,"Seguridad II - Edificios, Inst. Eléctricas y Riesgos en el Medio Rural",2010.0,Indeterminado,Ndeah
